acc,organism,clade,arm
AY841602.1,"Cananga odorata ribulose-1,5-bisphosphate carboxylase/oxygenase large subunit (rbcL) gene, partial cds; chloroplast",Magnoliids,B2_balanced
AY346095.1,"Acanthorrhynchium papillatum ribulose-1,5-bisphosphate carboxylase/oxygenase large subunit (rbcL) gene, complete cds; ch",Mosses,B2_balanced
FJ976123.1,"Cananga odorata ribulose-1,5-bisphosphate carboxylase/oxygenase large subunit (rbcL) gene, partial cds; chloroplast",Magnoliids,B2_balanced
AB914722.1,"Timmiella anomala chloroplast rbcL gene for ribulose 1,5-bisphosphate carboxylase/oxygenase large subunit, complete cds",Mosses,B2_balanced
KR069063.1,"Chlorella sp. Wu-G23 ribulose-1,5-bisphosphate carboxylase/oxygenase large subunit (rbcL) gene, complete cds; chloroplas",Green algae,B2_balanced
AB279617.1,"Orthotrichum consobrinum chloroplast rbcL gene for ribulose 1,5-bisphosphate carboxylase/oxygenase large subunit, comple",Mosses,B2_balanced
U89898.1,"Pelagomonas calceolata ribulose-1,5-bisphosphate carboxylase/oxygenase large subunit (rbcL) gene, chloroplast gene encod",Other SAR/protist,B2_balanced
AB260911.1,"Chlorella sp. IFRPD 1018 chloroplast rbcL gene for ribulose-1,5-bisphosphate carboxylase/oxygenase large subunit, partia",Green algae,B2_balanced
AB260910.1,"Chlorella sp. IFRPD 1014 chloroplast rbcL gene for ribulose-1,5-bisphosphate carboxylase/oxygenase large subunit, partia",Green algae,B2_balanced
AB469771.1,"Pohlia annotina chloroplast rbcL gene for ribulose 1,5-bisphosphate carboxylase/oxygenase large subunit, complete cds, s",Mosses,B2_balanced
AB469770.1,"Pohlia annotina chloroplast rbcL gene for ribulose 1,5-bisphosphate carboxylase/oxygenase large subunit, complete cds, s",Mosses,B2_balanced
AB469769.1,"Pohlia annotina chloroplast rbcL gene for ribulose 1,5-bisphosphate carboxylase/oxygenase large subunit, complete cds, s",Mosses,B2_balanced
AB469552.1,"Pohlia annotina chloroplast rbcL gene for ribulose 1,5-bisphosphate carboxylase/oxygenase large subunit, complete cds, s",Mosses,B2_balanced
AB469551.1,"Pohlia annotina chloroplast rbcL gene for ribulose 1,5-bisphosphate carboxylase/oxygenase large subunit, complete cds, s",Mosses,B2_balanced
AB469549.1,"Pohlia annotina chloroplast rbcL gene for ribulose 1,5-bisphosphate carboxylase/oxygenase large subunit, complete cds, s",Mosses,B2_balanced
AB051224.1,"Acanthorrhynchium papillatum chloroplast rbcL gene for ribulose 1,5-bisphosphate carboxylase/oxygenase large subunit, co",Mosses,B2_balanced
